Timestamp,LatencyMs,Tick,Configuration
11.483,14.590,1669,Oculus Quest_Android
11.496,13.696,1673,Oculus Quest_Android
11.510,13.846,1676,Oculus Quest_Android
11.524,13.704,1679,Oculus Quest_Android
11.537,13.569,1682,Oculus Quest_Android
11.551,14.261,1686,Oculus Quest_Android
11.565,13.863,1689,Oculus Quest_Android
11.579,13.852,1693,Oculus Quest_Android
11.593,14.060,1696,Oculus Quest_Android
11.607,13.660,1699,Oculus Quest_Android
11.621,13.987,1703,Oculus Quest_Android
11.635,13.943,1706,Oculus Quest_Android
11.650,14.858,1709,Oculus Quest_Android
11.664,13.563,1713,Oculus Quest_Android
11.677,13.343,1716,Oculus Quest_Android
11.690,13.783,1719,Oculus Quest_Android
11.704,13.439,1722,Oculus Quest_Android
11.719,15.076,1726,Oculus Quest_Android
11.732,13.293,1729,Oculus Quest_Android
11.746,13.404,1732,Oculus Quest_Android
11.760,14.361,1736,Oculus Quest_Android
11.773,13.450,1739,Oculus Quest_Android
11.789,14.728,1743,Oculus Quest_Android
11.802,13.259,1746,Oculus Quest_Android
11.815,13.827,1749,Oculus Quest_Android
11.829,13.862,1752,Oculus Quest_Android
11.843,13.707,1756,Oculus Quest_Android
11.857,14.293,1759,Oculus Quest_Android
11.871,13.467,1762,Oculus Quest_Android
11.885,14.332,1766,Oculus Quest_Android
11.899,13.646,1769,Oculus Quest_Android
11.912,13.511,1772,Oculus Quest_Android
11.927,14.428,1776,Oculus Quest_Android
11.940,13.312,1779,Oculus Quest_Android
11.954,14.471,1783,Oculus Quest_Android
11.968,13.411,1786,Oculus Quest_Android
11.983,14.431,1789,Oculus Quest_Android
11.996,13.803,1793,Oculus Quest_Android
12.009,13.423,1796,Oculus Quest_Android
12.024,14.269,1799,Oculus Quest_Android
12.037,13.511,1802,Oculus Quest_Android
12.053,15.524,1806,Oculus Quest_Android
12.065,12.523,1809,Oculus Quest_Android
12.079,13.360,1812,Oculus Quest_Android
12.093,14.320,1816,Oculus Quest_Android
12.107,13.781,1819,Oculus Quest_Android
12.121,14.325,1823,Oculus Quest_Android
12.133,12.561,1826,Oculus Quest_Android
12.148,15.024,1829,Oculus Quest_Android
12.161,13.267,1832,Oculus Quest_Android
12.176,14.472,1836,Oculus Quest_Android
12.190,13.582,1839,Oculus Quest_Android
12.203,13.694,1842,Oculus Quest_Android
12.217,14.045,1846,Oculus Quest_Android
12.231,13.894,1849,Oculus Quest_Android
12.245,13.952,1852,Oculus Quest_Android
12.260,14.480,1856,Oculus Quest_Android
12.273,13.441,1859,Oculus Quest_Android
12.287,14.234,1863,Oculus Quest_Android
12.301,13.448,1866,Oculus Quest_Android
12.315,14.403,1869,Oculus Quest_Android
12.329,13.976,1873,Oculus Quest_Android
12.343,13.919,1876,Oculus Quest_Android
12.357,13.945,1879,Oculus Quest_Android
12.371,13.598,1883,Oculus Quest_Android
12.385,14.128,1886,Oculus Quest_Android
12.398,13.527,1889,Oculus Quest_Android
12.412,14.159,1893,Oculus Quest_Android
12.426,13.772,1896,Oculus Quest_Android
12.440,14.151,1899,Oculus Quest_Android
12.454,14.127,1903,Oculus Quest_Android
12.468,13.626,1906,Oculus Quest_Android
12.482,13.735,1909,Oculus Quest_Android
12.496,14.029,1913,Oculus Quest_Android
12.509,13.652,1916,Oculus Quest_Android
12.524,14.422,1919,Oculus Quest_Android
12.538,13.745,1923,Oculus Quest_Android
12.552,14.051,1926,Oculus Quest_Android
12.565,13.651,1929,Oculus Quest_Android
12.580,13.973,1933,Oculus Quest_Android
12.593,14.103,1936,Oculus Quest_Android
12.607,13.639,1939,Oculus Quest_Android
12.622,14.658,1943,Oculus Quest_Android
12.635,13.287,1946,Oculus Quest_Android
12.649,13.831,1949,Oculus Quest_Android
12.663,13.838,1953,Oculus Quest_Android
12.676,13.969,1956,Oculus Quest_Android
12.690,13.806,1959,Oculus Quest_Android
12.704,13.611,1963,Oculus Quest_Android
12.719,14.254,1966,Oculus Quest_Android
12.732,13.888,1969,Oculus Quest_Android
12.746,13.886,1973,Oculus Quest_Android
12.760,14.212,1976,Oculus Quest_Android
12.774,13.706,1979,Oculus Quest_Android
12.788,14.105,1983,Oculus Quest_Android
12.802,13.375,1986,Oculus Quest_Android
12.815,14.076,1989,Oculus Quest_Android
12.829,13.801,1993,Oculus Quest_Android
12.843,13.976,1996,Oculus Quest_Android
12.857,13.969,1999,Oculus Quest_Android
12.871,13.563,2003,Oculus Quest_Android
12.885,14.140,2006,Oculus Quest_Android
12.898,13.739,2009,Oculus Quest_Android
12.913,14.077,2013,Oculus Quest_Android
12.927,14.405,2016,Oculus Quest_Android
12.941,13.353,2019,Oculus Quest_Android
12.954,13.988,2023,Oculus Quest_Android
12.968,13.602,2026,Oculus Quest_Android
12.983,14.445,2029,Oculus Quest_Android
12.996,13.485,2033,Oculus Quest_Android
13.010,14.124,2036,Oculus Quest_Android
13.024,13.761,2039,Oculus Quest_Android
13.038,13.907,2043,Oculus Quest_Android
13.052,14.143,2046,Oculus Quest_Android
13.066,13.671,2049,Oculus Quest_Android
13.080,14.284,2053,Oculus Quest_Android
13.094,14.311,2056,Oculus Quest_Android
